time,headx,heady,neckx,necky,rshoulderx,rshouldery,relbowx,relbowy,rwristx,rwristy,lshoulderx,lshouldery,lelbowx,lelbowy,lwristx,lwristy,rhipx,rhipy,rkneex,rkneey,lhipx,lhipy,lkneex,lkneey,chestx,chesty
24.7,256,96,272,176,224,192,160,224,112,208,320,192,368,224,368,208,240,320,224,432,288,320,304,432,256,256
24.8,256,96,256,176,208,192,160,224,96,224,304,192,352,256,384,240,224,320,224,432,288,320,304,432,256,256
24.9,256,96,256,176,208,192,160,240,96,240,304,208,336,256,400,256,224,320,224,432,288,320,304,432,256,256
25,256,96,256,176,224,192,160,240,96,256,304,208,336,256,384,272,224,320,224,432,288,320,304,432,256,256
25.1,256,96,256,176,208,192,176,256,112,272,304,208,336,256,384,288,224,320,224,448,288,320,304,432,256,256
25.2,256,96,256,176,208,192,176,256,128,288,304,192,336,256,384,304,224,320,224,432,272,320,304,432,256,256
25.3,240,96,256,176,208,208,192,272,144,304,304,192,336,256,368,320,224,320,224,432,272,320,304,432,256,256
25.4,240,96,256,160,208,208,208,272,160,304,304,192,320,256,320,304,224,320,224,432,288,320,304,416,256,256
25.5,240,96,256,160,224,208,208,272,176,288,304,192,336,256,320,272,240,320,224,432,288,320,304,432,256,256
25.6,256,96,272,176,240,208,224,272,176,256,320,192,352,240,336,240,256,320,240,432,304,320,320,432,272,256
25.7,272,96,288,176,256,208,224,256,192,240,320,192,368,240,352,224,256,320,240,432,304,320,320,432,288,256
25.8,272,96,288,176,256,208,240,256,192,240,336,192,368,240,352,224,256,320,240,432,304,320,320,432,288,256
25.9,272,96,288,176,256,208,240,256,192,256,336,192,368,256,352,240,256,320,240,432,304,320,320,432,288,256
26,272,96,288,176,240,208,224,272,160,304,336,192,352,256,384,304,240,320,224,432,288,320,304,432,272,272
26.1,272,112,272,176,240,208,192,256,144,304,320,208,352,272,384,320,224,320,224,432,288,320,304,432,272,256
26.2,272,112,272,176,224,208,192,256,128,304,320,208,352,272,384,320,224,320,224,432,272,320,304,432,256,272
26.3,256,112,256,176,224,208,176,256,128,304,304,208,336,272,384,320,224,320,224,432,272,320,288,432,256,272
26.4,256,96,256,176,224,208,176,256,128,304,304,208,336,272,384,320,208,320,224,432,272,320,288,432,256,272
26.5,256,96,256,176,208,208,176,256,128,304,304,208,336,256,384,320,224,320,224,432,272,320,304,432,256,256
26.6,256,96,272,176,224,192,176,224,112,256,320,192,368,224,400,272,240,320,224,432,304,320,320,432,272,256
26.7,256,96,272,176,224,192,176,224,112,224,320,192,368,208,400,224,256,320,240,432,304,320,320,432,272,256
26.8,272,96,272,176,240,192,176,208,112,192,320,176,384,192,400,192,272,320,240,432,320,320,320,416,288,256
26.9,272,96,288,176,240,192,192,208,128,176,336,176,384,176,400,160,272,320,256,432,320,320,320,416,288,256
27,272,96,288,176,240,192,192,192,144,160,336,176,400,176,400,144,272,320,256,432,320,320,320,416,288,256
27.1,288,96,288,176,240,192,192,192,144,160,336,192,400,192,400,144,256,320,240,432,320,320,320,432,288,256
27.2,288,96,288,176,240,192,192,192,144,160,336,192,400,208,384,160,256,320,240,432,304,320,320,432,288,256
27.3,288,96,288,176,240,192,176,208,128,176,336,192,384,224,384,192,240,320,224,432,288,320,304,432,272,256
27.4,288,112,272,176,224,192,176,224,112,224,320,208,368,256,400,256,224,320,224,432,272,320,288,432,256,256
27.5,288,96,272,176,224,192,176,240,112,272,320,208,336,272,384,320,208,336,208,432,272,336,288,432,256,272
27.6,272,96,272,176,224,192,176,256,128,304,320,208,336,272,368,336,208,336,208,448,272,336,288,432,256,272
27.7,272,96,272,176,224,192,192,256,144,304,304,208,336,272,368,336,208,320,208,448,272,336,288,432,256,272
27.8,272,96,272,176,224,192,192,256,144,288,320,192,352,256,384,304,224,320,224,432,288,320,304,432,256,256
27.9,256,96,272,160,224,192,192,240,144,272,320,192,368,240,400,288,240,320,224,432,304,320,320,432,272,256
28,272,96,272,176,240,192,192,240,144,240,320,192,384,208,416,240,256,320,240,432,320,320,320,432,288,256
28.1,272,96,288,176,240,192,192,224,144,224,336,176,384,192,416,208,272,320,256,432,320,320,320,432,288,256
28.2,272,96,288,176,256,192,192,208,144,176,336,176,400,176,416,160,288,320,256,432,336,320,336,432,304,256
28.3,272,96,288,176,256,192,192,192,160,160,336,176,400,176,400,128,288,320,256,432,336,320,336,432,304,256
28.4,272,96,288,176,256,192,192,192,144,144,336,176,400,176,400,128,272,320,256,432,320,320,320,432,288,256
28.5,272,96,288,176,240,192,192,208,144,144,336,192,400,192,400,144,256,320,240,432,320,320,320,432,288,256
28.6,272,96,272,176,224,192,176,224,128,192,320,192,384,224,400,208,240,320,224,432,288,320,304,432,272,256
28.7,272,96,272,176,224,192,176,224,112,192,320,208,368,240,400,208,224,320,224,432,288,320,304,432,256,256
28.8,272,96,272,176,224,192,176,224,112,208,320,208,368,240,400,208,224,320,224,432,272,320,304,432,256,256
28.9,272,96,272,176,224,192,160,224,96,208,320,208,352,240,400,224,208,320,224,448,272,320,304,432,256,256
29,272,96,272,176,224,192,160,224,80,224,304,208,336,240,384,224,208,320,224,448,272,320,304,432,256,256
29.1,272,96,272,176,224,192,160,208,80,240,304,208,320,256,368,240,224,320,224,448,272,320,304,432,256,256
29.2,272,96,256,176,224,192,144,208,80,240,304,208,304,256,368,256,208,320,224,448,272,320,288,432,256,256
29.3,272,112,256,176,208,192,144,208,80,240,304,208,320,256,368,256,208,320,208,448,272,320,288,432,256,256
29.4,272,96,256,176,208,192,144,208,80,240,304,208,320,256,368,256,208,320,208,448,272,320,288,432,256,256
29.5,256,96,256,176,208,192,144,208,80,240,304,208,320,256,368,272,208,320,208,448,272,320,288,432,256,256
29.6,256,96,256,176,208,192,160,224,96,240,304,192,336,256,384,288,224,320,224,432,272,320,304,432,256,256
29.7,256,96,256,176,224,208,176,240,112,240,304,192,336,256,384,304,224,336,224,448,288,320,304,432,256,256
29.8,256,96,272,176,240,208,208,256,144,256,304,192,336,240,384,288,240,320,224,432,288,320,304,432,272,256
29.9,256,96,272,176,240,208,224,272,176,256,304,192,336,240,368,272,256,320,240,432,304,320,320,432,272,256
30,256,96,272,176,256,208,240,272,192,256,304,176,336,224,352,256,256,320,240,432,304,320,320,432,272,256
